CODINT_0;flags;Désignation;options_exist
GESFCS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Charges;CMS
GESFCT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Factors;CMS
GESFCY;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Sites;CMS
GESFGP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Groupes de relances;CMS
GESFID;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Critères de ciblage;CMS
GESFIY;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Exercices;CMS
GESFLU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Définition des flux comptables;CMS
GESFLY;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coupons de garantie;CMS
GESFPT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Textes de relance;CMS
GESFRF;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Propriétés des zones libres;CMS
GESFRT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Classe de fret;CMS
GESFTD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Structure fichier DADS-U;CMS
GESFUP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Campagnes de relances;CMS
GESFXM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Mouvements à intégrer;CMS
GESGAF;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Abonnements;CMS
GESGAU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pièces automatiques;CMS
GESGBS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ecran situation tiers;CMS
GESGBSH;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ecrans balance âgée à date;CMS
GESGCM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Modèles comptables;CMS
GESGCO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction saisie code compta;CMS
GESGCU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Groupes de devises;CMS
GESGDA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Schémas de comptes;CMS
GESGDE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transactions saisie pièces;CMS
GESGDS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ecrans gestion échéances;CMS
GESGFP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ecran campagnes de relances;CMS
GESGFSATT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Attribut;CMS
GESGFSCV;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Valeurs perso. ordonnanceur;CMS
GESGFSOPT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Matrice d'optimisation;CMS
GESGFSSTM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Matrice temps réglage;CMS
GESGPC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pièces comptables;CMS
GESGRA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Groupe pièces automatiques;CMS
GESGRT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Subventions;CMS
GESGSC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Groupes de collectif;CMS
GESGSP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Groupes de répartitions;CMS
GESGTC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ecrans de consultation;CMS
GESGTE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types de pièces;CMS
GESGTEGRP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Groupes de types de pièce;CMS
GESGVA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres des variables;CMS
GESGVG;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Variables pièces automatiques;CMS
GESHIC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Historique Coûts;CMS
GESHIM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Historique prix de revient;CMS
GESHOI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Articles pour horodatage;CMS
GESHTMMAI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Texte e-mails CRM;CMS
GESICA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coûts standards actualisés;CMS
GESICB;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coûts standards budget;CMS
GESICD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coûts standards;CMS
GESICS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coûts standards simulés;CMS
GESICT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Incoterms;CMS
GESICV;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage compteurs versions;CMS
GESIDP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage saisie factures tiers;CMS
GESINO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Nomenclatures NC8;CMS
GESINVCND;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Conditions de facturation;CMS
GESITF;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Articles - Sites;CMS
GESITG;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Catégorie article;CMS
GESJOU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Journaux comptables;CMS
GESLDA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Lien Dépenses-Biens comptables;CMS
GESLDS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Leads;CMS
GESLEA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Contrats location financement;CMS
GESLED;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Référentiels;CMS
GESLGT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Regroupement des dépenses;CMS
GESLOC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Emplacements;CMS
GESLPN;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Identifiant contenant interne;CMS
GESLPNAFF;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Affectation numéro contenant;CMS
GESLPNOPE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Opérations numéro contenant;CMS
GESMAC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Parc client;CMS
GESMAT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Règles rapprochement;CMS
GESMCL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan des fiches techniques;CMS
GESMDL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de travail;CMS
GESMDLA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de travail;CMS
GESMES;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage MES;CMS
GESMFC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Consultation prix revient;CMS
GESMFCP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Consultation coût prévisionnel;CMS
GESMFL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ordres de fabrication;CMS
GESMFSH;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Lier numéros de série;CMS
GESMGL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Planning global;CMS
GESMGLA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Planning global;CMS
GESMIL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de production;CMS
GESMML;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de suivi matières;CMS
GESMMS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage MMS;CMS
GESMOL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de suivi des temps;CMS
GESMPL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pilotage des plans de suivi;CMS
GESMRE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de réintégration;CMS
GESMRL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Regroupement;CMS
GESMRLA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de regroupement;CMS
GESMSLW;{};Cas d'emploi numéro de série;
GESMTL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Suivi fabrication;CMS
GESMWC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Sections de valorisation;CMS
GESMWI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coûts de revient industriels;CMS
GESMWS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Postes de charge;CMS
GESMWW;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Cas d'emploi postes;CMS
GESMXL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Publipostages XML;CMS
GESNCSA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Actions;CMS
GESNCSH;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Non-conformité;CMS
GESNCSP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan d'action;CMS
GESNTG;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Catégories notes;CMS
GESOMM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Publipostage;CMS
GESOMN;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Campagne de presse;CMS
GESOMP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Campagne d'appels;CMS
GESOMR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Etat mailing;CMS
GESOMT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Salons professionnels;CMS
GESONA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Catégories frais généraux;CMS
GESOPP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Affaire;CMS
GESORO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage APS;CMS
GESORZ;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Prévisions de consommation;CMS
GESORZS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Prévisions de consommation;CMS
GESOVE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Codes frais généraux;CMS
GESPAS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres interface comptable;CMS
GESPBL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Familles de compétences;CMS
GESPBY;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Assemblage/Désassemblage;CMS
GESPCB;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres calculs besoins;CMS
GESPCO;{};Codes préparation;
GESPDB;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Débits de points;CMS
GESPDM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage déversement;CMS
GESPEC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage des escalades;CMS
GESPER;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Périodes;CMS
GESPFI1;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Eléments de facturation achats;CMS
GESPIT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pivots;CMS
GESPJA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres jalonnement;CMS
GESPLM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage PLM;CMS
GESPLP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de production;CMS
GESPOC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Gestion des commandes ouvertes;CMS
GESPOI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de l'acheteur;CMS
GESPOO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pools bancaires;CMS
GESPOS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Codes postaux;CMS
GESPOV;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Visu des commandes ouvertes;CMS
GESPPA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage code préparation;CMS
GESPPC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage tarifs achats;CMS
GESPPD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Réponses;CMS
GESPPL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Saisie des tarifs;CMS
GESPPR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Motifs tarifs achats;CMS
GESPPTO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pré-réception des commandes;CMS
GESPPTS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pré-réception des expéditions;CMS
GESPPY;{};Positive Pay;
GESPQH;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Demandes appel d'offre;CMS
GESPRE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan préparation d'expéditions;CMS
GESPREPI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Facture d'acompte;CMS
GESPRM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage extraction;CMS
GESPRS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Structure tarifs achats;CMS
GESPRSS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Structure tarifs ventes;CMS
GESPRT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Bons de préparation;CMS
GESPRV;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Prestataires d'honoraires;CMS
GESPS1;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Déclencheurs statistiques;CMS
GESPS2;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres statistiques;CMS
GESPTA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction appel d'offre;CMS
GESPTC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction commande;CMS
GESPTD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction demande d'achat;CMS
GESPTE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction ordre ss-traitance;CMS
GESPTF;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction fact./avoir achat;CMS
GESPTN;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction retour fournisseur;CMS
GESPTO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Règles d'affectation;CMS
GESPTR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction Réception;CMS
GESPTR2;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction Réception;CMS
GESPTT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction commande ouverte;CMS
GESPVT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage événements avancé;CMS
GESPWA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres agrégation compta.;CMS
GESPWI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Consulter en-cours ss-trait.;CMS
GESPYRA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage HRMS NA;CMS
GESQCR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Demandes d'analyse;CMS
GESQLC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Fiches techniques;CMS
GESQST;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Questions;CMS
GESQUE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Queues;CMS
GESRCC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Factures périodiques clients;CMS
GESRCS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Factures périodiques fourn;CMS
GESRDE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Associations - définitions;CMS
GESREC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Recodifications massives;CMS
GESREP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Représentants;CMS
GESRLK;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Relevé bancaire;CMS
GESROT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Opérations standard;CMS
GESROU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Gestion des gammes;CMS
GESROW;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Cas d'emploi gammes;CMS
GESRQW;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Demandes de garantie;CMS
GESRRS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Réservations de ressources;CMS
GESRSE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Ressources;CMS
GESRTZ;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Gestion des retenues;CMS
GESRVA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Associations - valeurs;CMS
GESSCC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Consultation prix revient;CMS
GESSCCP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Consultation coût prévisionnel;CMS
GESSCP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Déroulement scripts d'appel;CMS
GESSCS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Changements stock;CMS
GESSCSL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Changements stock;CMS
GESSCT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Changements stock;CMS
GESSEA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Secteurs d'activité;CMS
GESSER;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres passerelle paiement;CMS
GESSES;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Saisonnalités;CMS
GESSFA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage SFA NA;CMS
GESSFI1;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Eléments de facturation ventes;CMS
GESSHIP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Expédition;CMS
GESSLA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction avoir;CMS
GESSLC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction commande;CMS
GESSLD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transactions livraison;CMS
GESSLD2;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction livraison;CMS
GESSLI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction facture;CMS
GESSLL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction retours prêt;CMS
GESSLM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Renumérotation/mélange;CMS
GESSLO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction commande ouverte;CMS
GESSLQ;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction devis;CMS
GESSLR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transaction retour client;CMS
GESSLS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transac.retours matière ss-trt;CMS
GESSLT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Modification de lot;CMS
GESSMX;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Changement caractéristiques;CMS
GESSNE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Définition révision tarifs;CMS
GESSNP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Inventaires;CMS
GESSNX;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Sessions inventaires;CMS
GESSOL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Solutions;CMS
GESSOR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Gestion des commandes ouvertes;CMS
GESSOT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Sorties diverses;CMS
GESSOV;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Visu demandes de livraisons;CMS
GESSPC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage tarifs ventes;CMS
GESSPK;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Colisage;CMS
GESSPL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Saisie des tarifs;CMS
GESSPP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Génération catalogues tarifs;CMS
GESSPR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Motifs tarifs ventes;CMS
GESSQT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Contrôle qualité;CMS
GESSRG;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plans de rangement;CMS
GESSRO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Plan de réapprovisionnement;CMS
GESSRT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Entrées diverses;CMS
GESSSP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Supports de sélection;CMS
GESSST;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transferts sous-traitants;CMS
GESSTC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Structures de coûts;CMS
GESSTCITF;{};Frais d'approche - site;
GESSTE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres stocks;CMS
GESSTR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Retours sous-traitants;CMS
GESSWA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres agrégation compta.;CMS
GESSYP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramètres de synchronisation;CMS
GESSZP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Paramétrage Prévision APS;CMS
GESTAM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Modes de règlement;CMS
GESTAU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Utilisateurs Safe X3 WAS;CMS
GESTBA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Panier d'achat;CMS
GESTBO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Alternatives nomenclature;CMS
GESTBU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transactions de budgets;CMS
GESTCA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Affectation des compteurs;CMS
GESTCI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Mappage comptes inter-sociétés;CMS
GESTCM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Méthodes de valorisation;CMS
GESTCO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Conversions d'unités;CMS
GESTCT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Réponses;CMS
GESTCU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Devises;CMS
GESTCY;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Pays;CMS
GESTDA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Escomptes/Agios;CMS
GESTEC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Nature transaction;CMS
GESTED;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Code édition;CMS
GESTEM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Equipes;CMS
GESTES;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Codes frais;CMS
GESTFB;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Fichiers bancaires;CMS
GESTFC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Fichier trésorerie;CMS
GESTFO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Formules;CMS
GESTFOLEG;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Formules par législation;CMS
GESTFT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Fichier déclaration honoraires;CMS
GESTGL;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Dictionnaire des cibles;CMS
GESTGP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Supports de présentation;CMS
GESTIT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Articles Safe X3 WAS;CMS
GESTKI;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Suivi OF;CMS
GESTLA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Langues;CMS
GESTLO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types emplacements;CMS
GESTLP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Lignes de produits;CMS
GESTMD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Modes livraisons;CMS
GESTMS;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Messages;CMS
GESTNH;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Note de transport;CMS
GESTPA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Emballages;CMS
GESTPE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types d'écritures comptables;CMS
GESTPM;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Modèles d'édition;CMS
GESTPN;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types de retours;CMS
GESTPT;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Conditions paiement;CMS
GESTPV;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types facture fournisseur;CMS
GESTPV2;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types facture fournisseur;CMS
GESTPY;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transactions de règlements;CMS
GESTRE;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types de retours;CMS
GESTRN;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Arrondis;CMS
GESTRNP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transport;CMS
GESTRO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Alternatives gammes;CMS
GESTRP;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Politiques de réapprovisionnement;CMS
GESTRU;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Règles d'allocations / sorties;CMS
GESTSA;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Coef stock sécurité;CMS
GESTSC;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Régime statistique;CMS
GESTSD;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types de livraisons;CMS
GESTSG;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types changement de stock;CMS
GESTSH;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Transactions objets métiers;CMS
GESTSK;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Tâche;CMS
GESTSO;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types de commandes;CMS
GESTSQ;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Types de devis;CMS
GESTSR;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Rebuts;CMS
GESTST;{'C': 'Création', 'M': 'Modification', 'S': 'Suppression'};Statuts stock;CMS
